individualPosition,gameStarttimeTSamp,同隊-TOP,同隊-JUNGLE,同隊-MIDDLE,同隊-BOTTOM,同隊-UTILITY,敵隊-TOP,敵隊-JUNGLE,敵隊-MIDDLE,敵隊-BOTTOM,敵隊-UTILITY,timePlayed,勝負,擊殺,死亡,助攻,CS,經濟-TOP,經濟-JUNGLE,經濟-MIDDLE,經濟-BOTTOM,經濟-UTILITY,傷害-TOP,傷害-JUNGLE,傷害-MIDDLE,傷害-BOTTOM,傷害-UTILITY,承傷-TOP,承傷-JUNGLE,承傷-MIDDLE,承傷-BOTTOM,承傷-UTILITY,firstBloodKill,firstBloodAssist,controlWardsPlaced,wardsPlaced,visionScore,visionScorePerMinute,wardsKilled,dragonkills,teamId,隊伍擊殺數,隊伍死亡數,teamRiftHeraldKills,teamDragon,teamElderDragonKills,teamBaronKills
MIDDLE,2022/05/12 17:37:59,Jayce,Lillia,Zoe,Samira,Pantheon,Gangplank,MonkeyKing,Akali,Kalista,Alistar,1777,False,6,5,2,214,14251,13748,11600,9929,8301,25236,23453,25310,13758,13353,19593,33774,15935,26566,20809,False,False,1,10,31,1.071529072211575,8,0,100,26,45,2,1,0,0
MIDDLE,2022/05/12 16:59:28,Renekton,Taliyah,Zoe,Kalista,Rakan,Gangplank,Khazix,Yone,Ezreal,Karma,1238,False,6,3,6,172,9119,8818,8838,6712,4416,12920,9457,13464,6429,4915,20974,14542,9843,11708,12075,False,False,2,8,17,0.8256090673877331,1,0,100,16,28,0,0,0,0
MIDDLE,2022/05/11 01:23:31,Gangplank,Viego,Azir,Sivir,Karma,Tryndamere,Graves,Akali,Ezreal,Nautilus,1617,True,4,3,8,205,16450,12146,11937,11943,9086,22540,18166,20806,15982,11857,23826,31784,15503,15671,15206,False,False,3,11,34,1.28027031181409,5,0,200,31,22,1,3,0,1
MIDDLE,2022/05/11 00:42:11,Gangplank,Nidalee,Leblanc,Samira,Nautilus,Pantheon,Taliyah,Swain,Draven,Alistar,1515,True,8,2,11,166,13868,11007,11697,11146,6147,14476,14636,26714,10724,4583,15404,23238,16279,15100,12597,True,False,3,21,54,2.1413521843524785,12,0,200,26,13,1,3,0,0
MIDDLE,2022/05/11 00:12:36,Gwen,LeeSin,Ahri,Tristana,Renata,Poppy,Nidalee,TwistedFate,Kalista,Nautilus,1211,True,14,0,5,200,7217,10226,12508,8198,6586,11608,11806,24372,11893,4966,14179,16830,14171,14232,5295,True,False,3,12,30,1.5255432690397743,6,0,200,30,9,0,2,0,0
MIDDLE,2022/05/10 23:42:19,Gangplank,Graves,Leblanc,Samira,Blitzcrank,Vladimir,RekSai,Ahri,Kaisa,Leona,967,True,4,0,2,126,4654,9508,7073,9908,4246,7115,8074,6568,8659,2009,12990,6992,8668,6215,5257,False,False,1,5,12,0.789228744957292,0,0,200,20,7,1,1,0,0
MIDDLE,2022/05/10 22:46:12,Tryndamere,Graves,Yone,Syndra,Nautilus,Gangplank,Nidalee,Zoe,Lucian,Renata,1807,False,4,4,6,279,10892,13644,14068,12720,7499,13419,13176,22160,27159,7390,31898,22186,27381,22030,20567,False,False,2,9,21,0.6991991626210203,5,0,100,22,42,0,1,0,1
MIDDLE,2022/05/10 22:07:55,Yone,LeeSin,Zoe,Ezreal,Karma,Poppy,Nidalee,Katarina,Draven,Leona,1461,True,5,0,9,199,11872,9122,11013,11585,7344,17252,9275,20539,14145,7692,16161,23258,10392,9445,7105,False,False,5,11,18,0.7400942683362361,2,0,100,25,12,1,3,0,1
TOP,2022/05/10 01:33:47,Viego,Camille,Ahri,Vayne,Pyke,Akshan,Hecarim,Zoe,Samira,Rakan,1321,True,6,6,7,126,13147,10023,13126,8860,15309,15379,11716,20488,11231,19357,19915,20245,17641,14695,13018,True,False,4,9,17,0.8064264121271474,2,0,100,44,25,2,2,0,1
MIDDLE,2022/05/10 00:50:30,Poppy,LeeSin,Zoe,Ezreal,Karma,Viego,Sett,Ahri,Senna,TahmKench,1717,False,8,4,4,209,9548,9455,12851,11904,9246,17417,10307,27275,28010,19803,19018,26366,11476,19608,16032,False,False,0,11,31,1.1147544083595793,9,0,100,25,30,1,1,0,0
MIDDLE,2022/05/09 01:33:53,Kennen,Graves,Zoe,Caitlyn,Karma,Rumble,Qiyana,Katarina,Jhin,Nautilus,1592,True,10,3,9,190,11884,14895,12956,12416,7929,19973,20196,20967,15012,10170,15603,22848,14726,14681,12779,False,False,3,6,27,1.0492443992373452,8,0,200,39,16,2,3,0,0
MIDDLE,2022/05/09 00:48:19,Quinn,LeeSin,Zoe,Senna,TahmKench,Kennen,Hecarim,Yone,Leona,Ziggs,1383,True,4,4,9,172,9993,14855,10480,8936,8649,11573,24998,21101,10072,7339,16142,23474,15295,9117,18267,False,True,5,8,19,0.8547956704005124,2,0,100,36,13,2,1,0,0
MIDDLE,2022/05/08 23:53:27,Gwen,Viego,Ahri,Ezreal,Nami,Gragas,MonkeyKing,Vex,Lucian,Swain,1248,True,8,2,8,185,12048,7963,11744,8424,6301,22113,10021,15059,11123,6077,19592,20089,10815,10289,10787,False,False,5,14,26,1.2693176039965826,2,0,100,27,18,2,1,0,0
JUNGLE,2022/05/08 23:22:10,Poppy,Nunu,Qiyana,Kaisa,Sett,Azir,Graves,Vex,Samira,Nautilus,1402,False,4,1,1,12,7396,8992,9148,9224,5805,8703,6978,12647,6951,11638,15809,19837,17166,10439,19025,True,False,7,8,21,0.9146149771867542,2,0,100,13,27,1,0,0,0
MIDDLE,2022/05/08 01:20:58,Kassadin,Viego,Zoe,Samira,Nautilus,Azir,Diana,Yasuo,Lucian,Nami,1563,True,9,5,15,154,14208,11581,12856,15227,8222,25724,14589,23398,18515,6949,23495,31289,14572,20359,13291,False,False,2,5,16,0.6498922232518184,4,0,100,45,18,2,3,0,1
MIDDLE,2022/05/08 00:55:18,Rumble,Diana,Tristana,Yasuo,Senna,Renekton,Graves,Leblanc,Ezreal,Renata,936,True,3,3,0,120,5826,8122,6598,9809,7309,7666,5961,6757,8244,10799,4926,11546,8365,10110,7653,False,False,3,7,13,0.8372511807822969,1,0,100,21,5,1,0,0,0
MIDDLE,2022/05/06 01:48:45,Gangplank,Nidalee,Zoe,Kalista,Pyke,Rumble,Khazix,LeeSin,Caitlyn,Nami,1715,True,13,4,8,156,16619,14365,15052,13663,11510,21106,22646,27342,9814,8132,29669,28554,13428,21424,16340,False,False,6,10,27,0.9741299454628863,4,0,200,44,19,2,1,0,1
MIDDLE,2022/05/06 01:05:13,Vladimir,Talon,Leblanc,Draven,Nautilus,Gangplank,LeeSin,Ahri,Ezreal,Rakan,2086,False,6,3,10,291,15128,16891,14151,14668,8047,21516,24184,24163,14904,5876,32546,31702,24876,21400,23111,False,True,3,23,67,1.9406944416088063,16,0,200,30,29,1,0,0,0
MIDDLE,2022/05/06 00:36:58,Rumble,Graves,Leblanc,Lucian,Nami,Kennen,LeeSin,Ahri,Senna,Pantheon,937,True,3,0,1,135,6469,7819,5928,6939,4628,6901,7460,5554,8399,3052,7305,8887,5296,7761,5296,False,False,3,8,20,1.2868568904427031,4,0,100,14,6,1,0,0,0
MIDDLE,2022/05/05 21:17:20,Gwen,Volibear,Tristana,Ziggs,Pantheon,Draven,Nautilus,Sylas,Samira,Zed,1695,True,7,10,12,171,11790,16851,14112,12951,11017,20941,32526,20892,28125,15252,31228,32005,19777,16193,17839,False,False,5,13,30,1.0651703792794098,4,0,100,51,27,2,2,0,1
MIDDLE,2022/05/05 20:39:46,Qiyana,Nocturne,Leblanc,Jhin,Syndra,Gangplank,LeeSin,Ahri,Ezreal,Braum,1572,False,6,1,4,203,9626,8997,11404,10748,6563,11125,8824,19567,10957,12384,15500,28879,20238,13668,13731,True,False,2,14,40,1.5620745971134968,10,0,200,17,23,1,1,0,0
MIDDLE,2022/05/04 23:35:43,Aatrox,Graves,Veigar,Samira,Sett,Fiora,Talon,Vladimir,Xayah,Nautilus,1251,True,6,1,3,178,7296,10597,9661,11854,6167,10564,11589,14606,12312,5736,17893,15641,9219,9082,11131,False,False,4,10,19,0.9225087215932863,3,0,100,20,14,1,3,0,1
MIDDLE,2022/05/04 22:59:13,Malphite,Viego,Zoe,Ezreal,Pantheon,Aatrox,Graves,Leblanc,Lucian,Karma,1223,True,9,2,7,138,7959,7461,10337,10517,8545,15930,10836,17091,12970,12914,10069,17864,11493,14532,12013,False,False,3,9,22,1.1110589986290245,5,0,200,34,14,1,2,0,0
MIDDLE,2022/05/04 22:28:09,Camille,Graves,Zoe,Kaisa,Karma,Riven,Talon,Vex,Ezreal,Yuumi,1093,False,1,2,0,155,7639,5837,6389,6344,4381,5326,3532,3849,5798,6692,9615,10626,6474,8961,6935,False,False,4,10,14,0.8137007508683257,1,0,100,7,14,1,0,0,0
MIDDLE,2022/05/04 21:54:23,Jax,Kindred,Zoe,LeeSin,Senna,Riven,Viego,Vex,Lucian,Nami,1518,False,0,2,4,196,11314,9159,8990,8016,8101,12339,8385,11617,7636,7229,22634,20419,9082,19240,10702,False,False,3,17,30,1.2000431694341895,5,0,100,11,31,2,1,0,0
MIDDLE,2022/05/03 22:20:31,Fiora,Poppy,Zoe,Ezreal,Nautilus,LeeSin,Viego,Anivia,Tristana,Pantheon,1387,True,4,2,6,204,14853,11510,10652,10211,6830,30085,10661,17027,13331,5410,31906,17904,9634,14027,11148,False,False,2,9,30,1.3403019016863422,2,0,200,32,18,2,1,0,1
MIDDLE,2022/05/03 16:10:00,Cassiopeia,LeeSin,Zoe,Kaisa,Nautilus,Jayce,Viego,Katarina,MissFortune,Leona,1640,False,4,5,5,197,10005,8961,11885,13796,6931,9492,7220,15200,13204,4345,22922,21269,16249,14676,18749,False,False,5,13,32,1.1918879332570298,7,0,200,18,31,0,1,0,0
MIDDLE,2022/05/03 01:37:59,Renekton,Nidalee,Yone,Lucian,Nami,Gragas,Talon,Ahri,Senna,TahmKench,1222,False,1,4,2,180,7198,6662,7967,7292,4430,5942,8131,7758,13992,7270,16302,18583,14037,12043,9243,True,False,1,7,12,0.631845314303136,1,0,100,6,24,2,0,0,0
MIDDLE,2022/05/03 01:16:27,Renekton,Nidalee,Yone,Azir,Nautilus,Kennen,Talon,Ahri,Ezreal,Alistar,1025,True,2,4,4,118,7717,9616,6985,7278,4379,5347,12013,9630,9381,3777,9716,14776,13565,6804,5838,False,False,2,6,11,0.6970040830238295,2,0,200,20,7,1,2,0,0
MIDDLE,2022/05/03 00:26:20,Azir,Graves,Viktor,Jhin,Renata,Renekton,MonkeyKing,Zoe,Xayah,Bard,2369,False,2,6,9,338,13566,16285,16580,17825,9651,29185,27582,25127,21391,13370,33783,30697,18738,17796,22793,False,False,5,19,46,1.1885658579900333,7,0,100,21,35,0,3,0,0
MIDDLE,2022/05/02 23:30:37,Poppy,Hecarim,Ahri,Senna,LeeSin,Gwen,Nidalee,Yasuo,Jhin,Nautilus,1779,True,8,4,14,197,10590,15521,13411,11174,16176,16650,29325,21650,15267,22008,24571,41839,23105,17483,28772,False,False,5,19,35,1.1853855336687273,5,0,200,41,26,1,0,0,1
MIDDLE,2022/05/02 20:33:10,Vladimir,Graves,Tristana,Kaisa,Leona,Gangplank,MonkeyKing,Azir,Samira,Rell,974,True,2,3,3,127,7258,9857,7965,7979,5294,5319,10019,5511,8885,2836,9996,11735,10203,5703,5360,False,False,2,7,13,0.8057208985875731,0,0,200,23,8,1,1,0,0
MIDDLE,2022/05/02 00:40:47,Swain,LeeSin,Leblanc,Ezreal,Renata,Akali,Viego,Ahri,Jhin,Soraka,1499,True,7,2,4,178,8428,10223,11487,11422,6226,12637,13778,21785,29428,8264,17354,23617,18446,12236,10849,True,False,2,11,32,1.3176350376656432,6,0,200,24,12,2,3,0,0
MIDDLE,2022/05/01 23:41:28,Jax,Talon,Ahri,Lucian,Pantheon,Renekton,Nidalee,Yone,Samira,Leona,1651,True,8,4,9,217,14323,15516,13287,13409,8944,18488,22779,25363,24325,13585,22675,27273,16984,17211,17725,False,False,6,17,40,1.4797093717167935,7,0,200,40,28,1,3,0,1
MIDDLE,2022/05/01 21:12:00,Poppy,Volibear,Ahri,Jhin,Nami,Akshan,Nocturne,Leblanc,Ezreal,Senna,1862,False,11,7,4,233,9335,9812,13629,14101,8450,12651,9863,19672,28544,11890,29869,39076,27061,27118,21529,True,False,4,13,24,0.776364408959357,4,0,100,24,44,1,1,0,0
MIDDLE,2022/05/01 20:34:19,Jax,Nidalee,Zoe,Ezreal,Blitzcrank,Fiora,LeeSin,Yasuo,Kaisa,Leona,1311,False,4,3,1,176,7327,6213,9127,7220,5656,15911,5462,12215,10632,5606,18459,17580,9428,13054,15961,False,False,4,17,32,1.4920253819672589,6,0,100,9,33,0,0,0,0
MIDDLE,2022/05/01 02:30:40,Poppy,Viego,Zoe,Kalista,Leona,Renekton,Nidalee,Vex,Senna,TahmKench,1268,False,2,5,3,170,6483,8938,8108,6915,5665,9148,8168,10479,7957,4190,14007,22801,12693,11214,16468,False,False,3,13,15,0.709916059692121,2,0,200,9,34,0,1,0,0
MIDDLE,2022/05/01 01:46:40,Gnar,Graves,Blitzcrank,Ezreal,Leblanc,Renekton,Volibear,Ahri,Kalista,Senna,1927,False,7,7,6,188,15967,14258,7815,13423,12032,22546,32091,8875,38723,25100,28880,31527,26966,24930,28740,False,True,3,11,33,1.0481639519435126,5,0,100,30,47,2,1,0,0
MIDDLE,2022/05/01 01:12:42,Vayne,LeeSin,Ahri,Kaisa,Leona,Jayce,Graves,Leblanc,Swain,Nautilus,1127,True,4,4,11,134,9674,9621,9304,7949,5274,12272,9989,12309,7049,2989,11071,16119,13511,6898,8759,False,False,3,7,15,0.8320652858821012,0,0,200,24,14,2,2,0,0
MIDDLE,2022/05/01 00:09:41,Jayce,Nidalee,Akali,Ashe,Nautilus,Irelia,Kindred,Ahri,Xayah,Rakan,1720,True,10,3,3,238,14057,14541,15257,12488,7699,32884,18107,28985,20697,4131,22790,27222,25583,13630,14314,False,False,4,8,22,0.7703396080247451,2,0,100,34,21,2,3,0,2
JUNGLE,2022/04/30 23:35:28,Poppy,Diana,Yasuo,Xayah,Renata,LeeSin,Nidalee,Ahri,Ashe,Leona,1721,False,3,5,5,48,9822,9473,11572,11802,7330,14416,19795,14229,23858,10465,24765,28516,24352,19306,17712,False,False,10,13,37,1.2942234357798807,9,0,200,20,30,2,1,0,0
JUNGLE,2022/04/30 22:03:59,Gangplank,Ahri,LeeSin,Tristana,Nautilus,Camille,Karthus,Yone,Kaisa,Leona,1286,True,6,1,12,13,12329,9692,9286,11727,6952,16024,12509,9768,13100,4207,17721,11318,19406,12614,7740,False,True,2,16,31,1.4648806090739834,6,3,100,31,11,2,3,0,0
MIDDLE,2022/04/30 20:13:10,Singed,LeeSin,Ahri,Xayah,Syndra,Riven,Viego,Vex,Aphelios,Pantheon,1681,True,8,3,19,224,11078,13157,13773,13764,10764,9722,20178,27333,17798,18278,19081,29035,23420,19386,11812,False,False,6,14,40,1.4450031576737703,12,0,200,49,19,0,4,0,1
MIDDLE,2022/04/30 19:25:01,Sion,Viego,Vex,Tristana,Karma,Poppy,Graves,Ahri,Ezreal,Alistar,1206,True,3,2,2,184,8910,9370,9071,13311,7991,10427,7317,9584,20517,8370,21465,15395,7396,11762,9929,False,False,3,9,20,1.003365046467401,5,0,100,25,13,1,2,0,0
MIDDLE,2022/04/30 15:56:02,Pantheon,LeeSin,Vex,Jinx,Xerath,Aatrox,Nidalee,Viego,MissFortune,Yuumi,2043,True,2,5,17,216,17550,12535,12063,17094,8633,33958,16622,22752,25624,20340,28912,33218,17855,18667,13081,False,False,3,10,29,0.8522089140666724,7,0,200,32,28,0,2,0,0
MIDDLE,2022/04/29 21:21:42,Riven,Talon,Swain,Ezreal,Karma,Gragas,Poppy,Zoe,Jhin,Senna,1465,True,1,5,9,181,9959,14351,10034,11655,8797,15914,17432,21297,27260,11207,20086,25208,28910,14691,14108,False,False,4,6,21,0.8716168744338094,4,0,200,33,23,1,2,0,1
MIDDLE,2022/04/29 20:35:20,Fiora,Graves,Swain,Xayah,Bard,Riven,LeeSin,Sylas,Kaisa,Blitzcrank,1980,True,0,4,15,224,14444,12148,11624,18214,9229,13503,10857,21949,25360,10073,29424,24491,23464,13795,24768,False,True,5,11,25,0.7643491241946564,6,0,100,28,27,2,2,0,0
JUNGLE,2022/04/29 19:58:17,Riven,LeeSin,Veigar,Ezreal,Pyke,Sion,Graves,Seraphine,Jhin,Karma,1531,True,11,2,6,31,12108,12356,11762,16254,10208,21800,19563,17438,35705,10097,24256,25408,13400,16774,16263,False,False,4,21,39,1.5506149872894204,9,1,100,43,15,2,2,0,1
JUNGLE,2022/04/29 19:14:56,Urgot,LeeSin,Viktor,Samira,Nautilus,Tryndamere,Diana,Yasuo,Ezreal,Leona,1412,True,10,2,11,22,7825,11200,11743,11737,6168,10635,18446,17595,13521,4881,12811,17458,11168,13087,8544,True,False,5,13,39,1.6650355078342478,12,3,200,31,10,1,3,0,0
MIDDLE,2022/04/29 17:07:12,Akshan,Talon,Swain,Samira,Rell,Tryndamere,Graves,Leblanc,Lucian,TahmKench,1613,True,5,6,10,212,9381,16458,12417,16513,8431,13159,24269,22043,21562,6365,11566,27283,25778,23126,16585,False,False,4,10,28,1.0712170525071163,5,0,100,34,24,1,2,0,1
JUNGLE,2022/04/29 16:39:20,Kindred,LeeSin,Lissandra,Kaisa,Renata,Tryndamere,Graves,Leblanc,Ezreal,Bard,1374,False,6,6,4,17,5891,8338,7655,11233,6425,11394,13876,8560,20298,6159,17650,20704,17926,18357,16322,False,False,9,15,21,0.936165701347138,3,1,100,16,37,1,1,0,0
MIDDLE,2022/04/29 15:47:25,Sylas,Viego,Swain,Lucian,Alistar,Akali,Graves,Zoe,Ezreal,Leona,2330,False,9,10,19,257,12625,15698,16789,18989,9006,14871,25217,25795,37631,8225,36105,36393,39072,19712,36058,False,False,8,11,60,1.564488219873077,28,0,200,37,42,0,3,0,0
TOP,2022/04/29 14:54:40,Ryze,Graves,MonkeyKing,Ezreal,Leona,Irelia,Nidalee,Leblanc,MissFortune,Nautilus,1231,True,5,3,1,157,7407,7807,8464,11637,5796,8631,10684,9694,19440,4680,10312,10551,13879,9988,9516,False,False,2,8,18,0.903569429256564,3,0,100,26,12,0,3,0,0
MIDDLE,2022/04/29 14:13:59,Cassiopeia,Talon,Tristana,Xayah,Renata,Graves,Khazix,Akali,Xerath,Senna,1990,True,12,6,8,249,15756,17135,18759,12807,10565,25049,31913,27101,20966,8695,30815,38325,25126,31844,19232,True,False,4,15,81,2.446252926621982,19,2,100,47,31,1,4,0,1
JUNGLE,2022/04/27 20:41:18,Renekton,LeeSin,Vex,Aphelios,Rakan,Graves,Vi,Ahri,Ezreal,Bard,1619,True,13,5,7,30,12184,12179,11862,15683,7850,14584,17445,24322,26925,6604,20868,24288,24923,21096,15526,False,False,6,15,36,1.3404451300254057,13,1,200,36,23,1,1,0,1
JUNGLE,2022/04/27 20:02:13,Gragas,LeeSin,Riven,Kaisa,Pantheon,Mordekaiser,Nidalee,Irelia,Ezreal,Neeko,1922,True,18,4,8,46,15464,18034,11419,17727,11932,33608,38238,18069,37195,22879,35968,39253,32461,26610,23356,False,True,11,22,37,1.1743593097637433,6,2,200,46,39,0,3,0,1
MIDDLE,2022/04/27 19:30:03,Aatrox,Viego,Vex,Draven,Ahri,Pantheon,Nidalee,Renekton,Senna,TahmKench,1440,False,0,4,2,205,6777,7879,8129,7964,6522,8906,8823,18631,15128,15476,18531,26196,12438,14757,14110,False,False,2,13,21,0.9033754838233136,5,0,100,5,30,1,0,0,0
JUNGLE,2022/04/27 18:58:28,Riven,LeeSin,Ahri,Ezreal,Lux,Kennen,MonkeyKing,Azir,Caitlyn,Karma,1524,True,7,3,11,19,8748,11594,11029,10915,7158,9447,12624,14354,14830,7217,17776,21057,17277,10887,10964,False,True,3,10,35,1.4112012829054061,9,1,100,24,15,1,2,0,0
JUNGLE,2022/04/27 18:37:28,Aatrox,LeeSin,Vex,Ezreal,Karma,Riven,Nidalee,Akshan,Samira,Yuumi,932,True,8,1,3,8,5822,7977,8616,6056,5803,4816,7660,10190,6247,6804,7761,12943,7105,6002,5670,False,True,4,8,15,1.018478092876684,1,2,100,21,9,0,2,0,0
MIDDLE,2022/04/27 18:10:45,Jhin,Zed,Vex,Gragas,Nautilus,Riven,Nidalee,Sylas,Vayne,Renata,1178,True,3,0,4,201,10547,7284,9156,6443,4867,13505,5762,9405,5635,2401,9520,14107,5139,10914,7557,False,False,4,6,6,0.3249771441324756,0,0,200,13,9,2,3,0,0
JUNGLE,2022/04/27 03:06:56,Gragas,Graves,Corki,Xayah,Taric,Gwen,Lillia,Renekton,Ezreal,Nautilus,2127,False,2,3,8,80,12688,11268,16231,15031,9749,21964,17024,33036,26806,4850,38390,30196,21184,21673,29539,False,False,9,25,49,1.3862645706564545,12,1,100,23,29,0,1,0,0
MIDDLE,2022/04/27 02:23:30,Kennen,Graves,Vex,Samira,Leona,Renekton,Viego,Sylas,Ezreal,Bard,1490,False,5,6,5,170,8665,9249,8969,10423,5700,17070,18067,17462,14757,6068,18080,17674,14289,17168,15220,True,False,2,12,25,1.0398142975027262,2,0,100,13,30,1,1,0,0
MIDDLE,2022/04/27 01:38:59,Kennen,Talon,Vex,Caitlyn,Bard,Graves,Poppy,Veigar,Aphelios,Xerath,1892,True,6,5,8,193,14462,15214,11742,13503,8989,37087,16602,17623,18826,11013,32584,31524,22275,26263,19603,False,False,3,16,30,0.9625675887756645,8,0,100,37,28,1,2,0,1
MIDDLE,2022/04/27 00:56:21,Rumble,Talon,Viktor,Jhin,Leona,Gangplank,Graves,Ryze,Zeri,Galio,2115,False,12,6,5,304,13654,13123,19290,15177,8760,26250,21649,43931,32812,6142,29625,38623,21796,23383,25075,False,False,6,18,51,1.4546691164522025,13,0,100,33,39,0,1,0,0
MIDDLE,2022/04/27 00:27:21,Jayce,Nidalee,Renekton,Senna,TahmKench,Urgot,LeeSin,Ahri,MissFortune,Yuumi,1151,True,7,1,6,174,9512,11390,9671,7288,7567,11661,12985,13558,9478,4260,10020,19226,14193,9468,12358,False,False,5,8,19,1.037783738706727,3,0,200,25,6,2,2,0,0
MIDDLE,2022/04/26 23:59:51,Jayce,Talon,Ahri,Zeri,Renata,MonkeyKing,Taliyah,Renekton,Lucian,Nami,954,True,2,0,2,145,7816,7695,6574,7075,5145,8109,6094,10840,8364,5387,7678,14375,7613,8877,5763,False,False,2,7,17,1.1216773606063954,3,0,100,18,8,1,1,0,0
MIDDLE,2022/04/26 23:19:19,Aatrox,MonkeyKing,Vex,Kalista,Rakan,Gangplank,Volibear,Viktor,Ashe,Karma,1606,False,5,4,4,235,8734,9078,11777,10110,6524,13480,9770,16143,12226,6457,30463,23794,17212,20437,17736,False,False,3,15,26,0.9910539012370022,6,0,200,13,28,0,0,0,0
MIDDLE,2022/04/26 22:49:10,Kennen,Volibear,Vex,Ezreal,Alistar,Gangplank,Graves,TwistedFate,Kaisa,Nautilus,914,False,1,5,0,108,4681,4083,4691,4667,3391,6601,3304,5054,4443,1567,9176,12716,9276,5159,6822,False,False,1,7,10,0.6575884798138223,2,0,200,4,22,0,0,0,0
MIDDLE,2022/04/26 20:45:21,Gangplank,Diana,Yone,Ezreal,Rakan,Riven,Nidalee,Zed,Samira,Nautilus,989,False,1,4,1,146,5074,5780,6161,5437,4551,5377,6171,5220,8880,2878,11916,12736,9255,9480,9131,False,False,2,7,13,0.8165053787056568,2,0,100,8,29,0,0,0,0
JUNGLE,2022/04/26 20:17:55,Aatrox,Nidalee,Yone,Zeri,Yuumi,Jax,Graves,Veigar,Xayah,Sona,1329,False,1,3,1,25,7386,6979,8252,9780,5534,9975,6591,9816,10583,6544,19976,22690,17075,18001,6043,False,False,3,17,39,1.785624097062334,9,0,200,12,25,1,0,0,0
MIDDLE,2022/04/26 19:37:19,Akali,Viego,Vex,Lucian,Nami,Sylas,LeeSin,Azir,Jinx,Alistar,2063,False,7,6,9,221,14436,13301,13166,16259,9555,26491,18113,36871,31269,10826,26881,38663,25921,26734,14153,True,False,3,18,49,1.4525282131062567,10,0,100,35,32,1,2,0,0
MIDDLE,2022/04/26 19:03:55,Gragas,Graves,Vex,Caitlyn,Renata,Aatrox,Nidalee,Akali,Jhin,Nautilus,1476,False,3,2,3,234,7236,8292,10614,9449,5596,14999,7547,22697,12794,4808,20639,14170,13932,10915,9560,False,False,7,15,26,1.060943653033476,3,0,200,8,21,0,0,0,0
MIDDLE,2022/04/26 18:33:57,Graves,Orianna,Viego,Kalista,Maokai,Cassiopeia,LeeSin,Lucian,Ezreal,Yuumi,1470,False,2,6,3,178,12152,9108,7596,10195,6953,12751,16454,8857,14789,8580,13895,16241,26475,18143,18441,False,False,4,12,32,1.3061082899512697,6,0,200,19,32,1,1,0,0
MIDDLE,2022/04/26 18:07:35,Shen,Nidalee,Vex,Samira,Amumu,Sion,Taliyah,Zed,Yasuo,Pyke,949,True,4,0,2,142,5133,8254,7038,8386,5278,5883,8225,5567,8836,3758,6600,12019,4834,8647,8852,False,True,4,12,20,1.281292296077954,4,0,100,21,6,1,1,0,0
MIDDLE,2022/04/26 01:25:56,Jax,Viego,Vex,Samira,Nautilus,Gragas,Graves,Cassiopeia,Kaisa,Rakan,1757,False,3,3,6,213,14189,9685,11085,11604,6906,15256,7351,19914,12388,4965,25076,22058,17491,16896,14278,False,False,6,18,35,1.228340866406159,8,0,100,18,23,2,0,0,0
MIDDLE,2022/04/26 00:48:00,Renekton,Taliyah,Pantheon,Lucian,Nami,Ornn,Graves,Vex,Xayah,Nautilus,1689,False,5,6,10,178,12527,12312,11585,12813,8434,17942,22875,22857,25897,6192,35542,22681,23239,26468,16002,False,False,3,9,15,0.5511496527727534,7,0,100,35,40,1,2,0,0
MIDDLE,2022/04/25 23:47:24,Sion,XinZhao,Zoe,Zeri,Pyke,Kennen,Graves,Renekton,Ezreal,Nautilus,2477,False,13,4,14,293,16124,14505,22304,21492,15831,32573,22966,59312,34359,18400,79365,58637,26078,39191,36316,False,False,4,26,51,1.2454931025419038,10,0,200,44,59,0,3,0,3
JUNGLE,2022/04/25 23:08:59,Lucian,RekSai,Vex,Xayah,Karma,Riven,Nidalee,Ezreal,Qiyana,Yuumi,1235,True,3,4,4,7,8615,7419,9816,12410,7697,9199,7639,15524,17143,8558,11404,17272,11820,10581,6389,False,True,5,11,29,1.4249679214687705,2,1,200,24,19,1,1,0,0
MIDDLE,2022/04/25 22:34:40,Gwen,Talon,Ahri,Ezreal,Rakan,Jax,Graves,Katarina,Twitch,Renata,1755,False,1,11,5,223,14601,11654,10758,11552,9094,22953,16498,14750,18264,5306,32807,29227,24286,24229,16163,False,False,6,9,23,0.8087815470385525,5,0,100,18,40,1,0,0,0
MIDDLE,2022/04/25 20:52:41,Akshan,Nidalee,Ahri,Xayah,Senna,MonkeyKing,Karthus,Katarina,Zeri,Yuumi,1508,True,11,3,11,185,12904,16513,12397,10803,11021,21258,20930,22216,12735,12355,15604,26391,25619,17238,11849,False,False,3,11,37,1.505821962409824,6,0,200,44,18,2,1,0,1
Invalid,2022/04/25 20:40:08,Nidalee,Soraka,227,False,1,0,0,3,1839,780,2678,True,False,NULL,0,0,NULL,0,0,100,1,0,NULL,0,NULL,NULL
Invalid,2022/04/21 15:43:52,Ahri,Zilean,167,False,1,0,0,12,1267,682,580,True,False,NULL,1,0,NULL,0,0,100,1,0,NULL,0,NULL,NULL
Invalid,2022/04/21 15:37:22,Ahri,Shen,233,False,1,0,0,28,1627,1439,419,True,False,NULL,0,0,NULL,0,0,100,1,0,NULL,0,NULL,NULL
Invalid,2022/04/21 15:31:14,Ahri,Shen,192,False,1,0,0,24,1528,1054,187,True,False,NULL,0,0,NULL,0,0,100,1,0,NULL,0,NULL,NULL
